OBJECTID,CODUOME,NIF,NOME,TIPOAGRUPAMENTO,MORADA,LOCALIDADE,CONCELHO,DISTRITO,CODESCOLAMESEDE,CODDSR,CODQZP,GRUPONATUREZAINST,NUM_ESCOLAS,FAX,URL,EMAIL,TELEFONE,x,y
14013,161585,600075460,Agrupamento de Escolas de Pinhel,Agrupada,Avenida Carneiro de Gusmão,PINHEL,Pinhel,Guarda,403623,Centro,QZP.31,Publico,4,271413387,portal.aepinhel.org,direcao@aepinhel.edu.gov.pt;servicos@aepinhel.edu.gov.pt,271413396;271413933,89373.1659261829,123261.383380893
14014,161597,600075494,Agrupamento de Escolas de Gouveia,Agrupada,R. Vergílio Ferreira,GOUVEIA,Gouveia,Guarda,401870,Centro,QZP.32,Publico,10,238494200,www.esgouveia.pt,direcao@aegouveia.edu.gov.pt;servicos@aegouveia.edu.gov.pt,238491018;238498148,45576.1585532155,91419.6253657924
14015,161925,600084388,Agrupamento de Escolas de Seia,Agrupada,R. Alexandre Herculano,SEIA,Seia,Guarda,400543,Centro,QZP.32,Publico,5,238317416,http://www.aeseia.pt,direcao@aeseia.edu.gov.pt;servicos@aeseia.edu.gov.pt,238315717;238317414,36036.3539316466,82502.4235328714
14016,161937,600084051,"Agrupamento de Escolas Dr. Guilherme Correia de Carvalho, Seia",Agrupada,Rua Gaspar Rebelo,SEIA,Seia,Guarda,344758,Centro,QZP.32,Publico,4,238310161,www.aegcc.com,direcao@aegcc.edu.gov.pt;servicos@aegcc.edu.gov.pt,238310160;238310167,35496.2085537827,82678.9647426458
14017,160076,600081826,Agrupamento de Escolas de Meda,Agrupada,Avenida Gago Coutinho e Sacadura Cabral,MEDA,Meda,Guarda,346354,Centro,QZP.31,Publico,2,279882728,http://www.agrupamentoescolasmeda.pt,direcao@aemeda.edu.gov.pt;servicos@aemeda.edu.gov.pt,279880010;279880011,73338.6193372945,145220.79836117
14018,160258,600078914,Agrupamento de Escolas de Manteigas,Agrupada,Rua de S. Lourenço,MANTEIGAS,Manteigas,Guarda,342063,Centro,QZP.34,Publico,2,275980049,http://eb23manteigas.webnode.com.pt/,direcao@aemanteigas.edu.gov.pt;servicos@aemanteigas.edu.gov.pt,275980040;275980041,50523.9733688679,81856.9729641702
14019,160702,600074471,"Agrupamento de Escolas A Lã e a Neve, Covilhã",Agrupada,"Rua das Escolas, Cantar Galo, Bairro de S. Domingos",COVILHÃ,Covilhã,Castelo Branco,330115,Centro,QZP.34,Publico,6,275319523,http://www.aelaneve.pt/,direcao@aealaneve.edu.gov.pt;servicos@aealaneve.edu.gov.pt,275319520;275319521,54235.3154764459,70003.0462823507
14020,160714,600073378,Agrupamento de Escolas de Figueira de Castelo Rodrigo,Agrupada,"Avenida Heróis de Castelo Rodrigo, 60",FIGUEIRA CASTELO RODRIGO,Figueira de Castelo Rodrigo,Guarda,403714,Centro,QZP.31,Publico,5,271311810,http://www.aefcr.pt/moodle/,direcao@aefcr.edu.gov.pt;servicos@aefcr.edu.gov.pt,271311156,98685.2331438766,136601.185640473
14021,160842,600076938,Agrupamento de Escolas de Fornos de Algodres,Agrupada,Estrada Nacional nº 16,FORNOS DE ALGODRES,Fornos de Algodres,Guarda,346366,Centro,QZP.32,Publico,4,271700118,,direcao@ae-fa.edu.gov.pt;servicos@ae-fa.edu.gov.pt,271700110;271703641,49720.0200687539,105327.40897577
14022,160866,600078078,Agrupamento de Escolas de Celorico da Beira,Agrupada,Lg. da Corredoura,CELORICO DA BEIRA,Celorico da Beira,Guarda,346070,Centro,QZP.32,Publico,4,271741300,,direcao@sacaduracabral.edu.gov.pt;servicos@sacaduracabral.edu.gov.pt,271742415;271742075,62414.2844183976,107291.376407946
14023,161100,600074811,"Agrupamento de Escolas Pedro Álvares Cabral, Belmonte",Agrupada,Bairro de Santa Maria,BELMONTE,Belmonte,Castelo Branco,346007,Centro,QZP.34,Publico,3,275910003,,direcao@aepac.edu.gov.pt;servicos@aepac.edu.gov.pt,275910000,66903.4553126547,77367.3543702139
14024,161123,600076474,"Agrupamento de Escolas Gardunha e Xisto, Fundão",Agrupada,Bairro Santa Isabel,FUNDÃO,Fundão,Castelo Branco,345313,Centro,QZP.34,Publico,20,275751909,www.aesg.edu.pt,direcao@aegx.edu.gov.pt;servicos@aegx.edu.gov.pt,275772928;275772558,53446.2205337991,51810.0484607915
14025,161159,600075974,"Agrupamento de Escolas Pêro da Covilhã, Covilhã",Agrupada,Rua Dr Manuel Castro Martins,COVILHÃ,Covilhã,Castelo Branco,310232,Centro,QZP.34,Publico,11,275320061,https://sites.google.com/site/agperodacovilha,direcao@aecovilha.edu.gov.pt;servicos@aecovilha.edu.gov.pt,275320060;275320066,53741.0051251899,67528.9316540549
14026,161184,600075672,"Agrupamento de Escolas de Teixoso, Covilhã",Agrupada,Qt. de S. João,TEIXOSO,Covilhã,Castelo Branco,345350,Centro,QZP.34,Publico,7,275920158,http://www.aeteixoso.pt/,direcao@aeteixoso.edu.gov.pt;servicos@aeteixoso.edu.gov.pt,275920150,57094.7993868849,72057.915648238
14027,161196,600085511,Agrupamento de Escolas do Fundão,Agrupada,Rua António José Saraiva,FUNDÃO,Fundão,Castelo Branco,403659,Centro,QZP.34,Publico,10,275751040,www.esfundao.pt,direcao@aef.edu.gov.pt;servicos@aef.edu.gov.pt,275750480;275753888,53885.9426760477,52513.7291496591
14028,162012,600086100,"Agrupamento de Escolas da Sé, Guarda",Agrupada,R. Almeida Garrett,GUARDA,Guarda,Guarda,402886,Centro,QZP.33,Publico,18,271211592,http://aese.edu.pt,direcao@aeseguarda.edu.gov.pt;servicos@aeseguarda.edu.gov.pt,271227004,73861.1061760889,96520.8468385641
14029,162036,600077225,"Agrupamento de Escolas Frei Heitor Pinto, Covilhã",Agrupada,Avenida 25 de Abril,COVILHÃ,Covilhã,Castelo Branco,401821,Centro,QZP.34,Publico,15,275331249,www.aefhp.pt,direcao@aefhp.edu.gov.pt;servicos@aefhp.edu.gov.pt,275331228;275951395,53827.2410606817,67959.1868183729
14030,172418,600084019,"Agrupamento de Escolas Poeta Joaquim Serra, Montijo",Agrupada,Alameda Doutor José Afonso Manuel dos Santos,MONTIJO,Montijo,Setúbal,402539,Lisboa e Vale do Tejo,QZP.46,Publico,11,212322364,http://agrup.espjs.edu.pt/,direcao@aepjs.edu.gov.pt;servicos@aepjs.edu.gov.pt,212326670;212326680,-71227.0442809552,-106966.249323412
14031,172420,600084060,"Agrupamento de Escolas Eça de Queirós, Lisboa",Agrupada,Rua Cidade de Benguela,LISBOA,Lisboa,Lisboa,401663,Lisboa e Vale do Tejo,QZP.45,Publico,3,218540713,www.queiroz.pt,agrupamento@queiroz.pt;direcao@aeeq.edu.gov.pt;servicos@aeeq.edu.gov.pt,218540710;218540717,-85095.8315746236,-99751.7773654426
14032,172431,600084400,"Agrupamento de Escolas D. João V, Amadora",Agrupada,R. Mª Lamas,AMADORA,Amadora,Lisboa,401328,Lisboa e Vale do Tejo,QZP.45,Publico,2,214970152,http://www.aedjv.pt,direcao@aedjoaov.edu.gov.pt;servicos@aedjoaov.edu.gov.pt,214906460;214906547,-94143.5812355014,-102280.871790104
14033,172443,600085031,"Agrupamento de Escolas da Cidadela, Cascais",Agrupada,R. Dr.Fernando Batista M.F.Batista Viegas,CASCAIS,Cascais,Lisboa,401201,Lisboa e Vale do Tejo,QZP.45,Publico,5,214820920,,direcao@cidadela.edu.gov.pt;servicos@cidadela.edu.gov.pt,214864080;214836121,-112711.434837734,-106467.238874388
14034,172455,600085252,"Agrupamento de Escolas Monte da Lua, Sintra",Agrupada,R. Pedro de Cintra,SINTRA,Sintra,Lisboa,400415,Lisboa e Vale do Tejo,QZP.45,Publico,11,219231164,agml.pt,direcao@agml.edu.gov.pt;servicos@agml.edu.gov.pt,219231880;219106271,-108179.493454079,-95682.3943553342
14035,172467,600085287,"Agrupamento de Escolas D. Maria II, Sintra",Agrupada,Rua da Esperança,AGUALVA-CACÉM,Sintra,Lisboa,401833,Lisboa e Vale do Tejo,QZP.45,Publico,5,219129175,www.esgamabarros.pt/,direcao@aedmaria2-sintra.edu.gov.pt;servicos@aedmaria2-sintra.edu.gov.pt,219129170;219129172,-102656.256820382,-98928.4202757453
14036,171219,600074927,"Agrupamento de Escolas Aqua Alba, Agualva, Sintra",Agrupada,"Rua António Nunes Sequeira, nº 1",AGUALVA-CACÉM,Sintra,Lisboa,401754,Lisboa e Vale do Tejo,QZP.45,Publico,7,219130224,www.agrupamentoantoniosergio.pt,direcao@aeaquaalba.edu.gov.pt;servicos@aeaquaalba.edu.gov.pt,219 129 330,-101352.204375173,-99034.7559044159
14037,171580,600079716,"Agrupamento de Escolas Lapiás, Sintra",Agrupada,R. Arq. José Luís Monteiro,MONTELAVAR,Sintra,Lisboa,341307,Lisboa e Vale do Tejo,QZP.45,Publico,16,219271326,,direcao@aelapias.edu.gov.pt;servicos@aelapias.edu.gov.pt,219271325,-103729.839067941,-88648.0800781566
14038,171591,600079295,"Agrupamento de Escolas do Algueirão, Sintra",Agrupada,"R. Dr. Coutinho Pais, 14 / 16",MEM MARTINS,Sintra,Lisboa,342191,Lisboa e Vale do Tejo,QZP.45,Publico,3,219209430,www.emds.edu.pt,direcao@aea.edu.gov.pt;servicos@aea.edu.gov.pt,219225150;219225155,-105763.871865457,-95509.9558063352
14039,171608,600079228,"Agrupamento de Escolas Agualva Mira Sintra, Sintra",Agrupada,Avenida dos Bombeiros Voluntários,AGUALVA-CACÉM,Sintra,Lisboa,402199,Lisboa e Vale do Tejo,QZP.45,Publico,8,210120029,www.aeams.pt,direcao@aeams.edu.gov.pt;servicos@aeams.edu.gov.pt,214338380;219148049,-101238.206407798,-98069.2114918874
14040,171669,600080021,"Agrupamento de Escolas da Damaia, Amadora",Agrupada,R. Bernardino Machado,AMADORA,Amadora,Lisboa,310220,Lisboa e Vale do Tejo,QZP.45,Publico,5,214971113,,direcao@aedamaia.edu.gov.pt;servicos@aedamaia.edu.gov.pt,214906370;214901424,-94466.2761273384,-102222.421120053
14041,171670,600079333,Agrupamento de Escolas do Montijo,Agrupada,Rua Mártires do Tarrafal,MONTIJO,Montijo,Setúbal,310438,Lisboa e Vale do Tejo,QZP.46,Publico,6,212317239,www.aemontijo.pt,direcao@aemontijo.edu.gov.pt;servicos@aemontijo.edu.gov.pt,212326160;212326162,-74137.5522496747,-105907.979685298
14042,171682,600079937,"Agrupamento de Escolas Piscinas - Olivais, Lisboa",Agrupada,Rua Capitão Santiago de Carvalho,LISBOA,Lisboa,Lisboa,346706,Lisboa e Vale do Tejo,QZP.45,Publico,4,218538384,www.agpiscinasolivais.com,direcao@aepiscinasolivais.edu.gov.pt;servicos@aepiscinasolivais.edu.gov.pt,218517080;218515939,-84922.1369957861,-99169.5974974763
14043,171700,600085260,"Agrupamento de Escolas das Laranjeiras, Lisboa",Agrupada,"Estrada das Laranjeiras, 122",LISBOA,Lisboa,Lisboa,400117,Lisboa e Vale do Tejo,QZP.45,Publico,5,217220731,,direcao@aelaranjeiras.edu.gov.pt;servicos@aelaranjeiras.edu.gov.pt,217246060,-89472.5029757653,-102330.867850546
14044,171712,600079775,"Agrupamento de Escolas de Santa Maria dos Olivais, Lisboa",Agrupada,Avenida Dr. Francisco Luis Gomes,LISBOA,Lisboa,Lisboa,400397,Lisboa e Vale do Tejo,QZP.45,Publico,5,218534193,www.aeolivais.pt,direcao@aesmolivais.edu.gov.pt;servicos@aesmolivais.edu.gov.pt,218536433;218531433,-84732.2485680378,-99237.35153353
14045,171724,600079627,"Agrupamento de Escolas Manuel da Maia, Lisboa",Agrupada,"R. Freitas Gazul, 6",LISBOA,Lisboa,Lisboa,342075,Lisboa e Vale do Tejo,QZP.45,Publico,3,213955606,,direcao@agescolasmanuelmaia.edu.gov.pt;servicos@agescolasmanuelmaia.edu.gov.pt,213928870;213928871,-90200.2899368274,-105000.662172376
14046,171736,600079953,"Agrupamento de Escolas do Alto do Lumiar, Lisboa",Agrupada,Azinhaga da Musgueira,LISBOA,Lisboa,Lisboa,346690,Lisboa e Vale do Tejo,QZP.45,Publico,5,217560932,,direcao@aealto-lumiar.edu.gov.pt;servicos@aealto-lumiar.edu.gov.pt,217571510;217570527,-88759.1296173983,-98669.0286376498
14047,171748,600078469,"Agrupamento de Escolas Rainha D. Leonor, Lisboa",Agrupada,R. Maria Amália Vaz de Carvalho,LISBOA,Lisboa,Lisboa,402631,Lisboa e Vale do Tejo,QZP.45,Publico,6,218470948,www.aerdl.eu,direcao@aerainhadleonor.edu.gov.pt;servicos@aerainhadleonor.edu.gov.pt,218428880;218499668,-87624.3461010644,-101316.427922295
14048,170902,600075010,"Agrupamento de Escolas da Baixa da Banheira, Vale da Amoreira, Moita",Agrupada,Praceta Maria Helena Vieira da Silva,VALE DA AMOREIRA,Moita,Setúbal,403234,Lisboa e Vale do Tejo,QZP.46,Publico,4,212025699,http://esbb.pt/,direcao@aebbva.edu.gov.pt;servicos@aebbva.edu.gov.pt,212099970,-79042.8100103072,-113163.27768389
14049,171750,600080170,"Agrupamento de Escolas Luís de Camões, Lisboa",Agrupada,"Avenida Padre Manuel da Nóbrega, 15",LISBOA,Lisboa,Lisboa,342038,Lisboa e Vale do Tejo,QZP.45,Publico,2,218429543,http://aeluisdecamoes.wix.com/home,direcao@aeluisdecamoes.edu.gov.pt;servicos@aeluisdecamoes.edu.gov.pt,218429540;218429541,-87128.1902345452,-102080.862076065
14050,171761,600079821,"Agrupamento de Escolas de Alvalade, Lisboa",Agrupada,Rua Marquês de Soveral,LISBOA,Lisboa,Lisboa,404433,Lisboa e Vale do Tejo,QZP.45,Publico,4,218477143,http://aealvalade.edupt/,direcao@aealvalade.edu.gov.pt;servicos@aealvalade.edu.gov.pt,218484111;218420013,-87137.0850737887,-100590.772002713
14051,171773,600085244,"Agrupamento de Escolas de Benfica, Lisboa",Agrupada,R. Prof. José Sebastião e Silva,LISBOA,Lisboa,Lisboa,401973,Lisboa e Vale do Tejo,QZP.45,Publico,5,217121475,https://sites.google.com/a/aebenfica.pt/aebenfica/,direcao@aebenfica.edu.gov.pt;servicos@aebenfica.edu.gov.pt,217121470;217168007,-92237.2039482758,-101690.864730897
14052,171785,600079368,"Agrupamento de Escolas Quinta de Marrocos, Lisboa",Agrupada,"Estrada de Benfica, 549",LISBOA,Lisboa,Lisboa,342890,Lisboa e Vale do Tejo,QZP.45,Publico,3,217161610,,direcao@aeqmarrocos.edu.gov.pt;servicos@aeqmarrocos.edu.gov.pt,217112330;217112331,-92376.2857587015,-101493.061651346
14053,171797,600079546,"Agrupamento de Escolas Pintor Almada Negreiros, Lisboa",Agrupada,Rua Vasco da Gama Fernandes,LISBOA,Lisboa,Lisboa,342646,Lisboa e Vale do Tejo,QZP.45,Publico,2,217567195,eb23pan.webnode.pt/,direcao@aeanegreiros.edu.gov.pt;servicos@aeanegreiros.edu.gov.pt,217567190;217567191,-87870.9488194398,-98377.2312195961
14054,171803,600080161,"Agrupamento de Escolas de Carnaxide - Portela, Oeiras",Agrupada,Rua Pedro Homem de Melo,CARNAXIDE,Oeiras,Lisboa,330140,Lisboa e Vale do Tejo,QZP.45,Publico,3,214173040,,direcao@aecarnaxide-portela.edu.gov.pt;servicos@aecarnaxide-portela.edu.gov.pt,214241610;214241617,-94866.198579974,-104690.758370447
14055,171815,600079660,"Agrupamento de Escolas de Miraflores, Oeiras",Agrupada,Avenida General Norton de Matos,ALGÉS,Oeiras,Lisboa,402242,Lisboa e Vale do Tejo,QZP.45,Publico,4,214123549,,direcao@aemiraflores.edu.gov.pt;servicos@aemiraflores.edu.gov.pt,214123540;214102552,-95055.9615669083,-105890.954054455
14056,171827,600079554,"Agrupamento de Escolas de Paço de Arcos, Oeiras",Agrupada,R. Carlos Vieira Ramos,PAÇO DE ARCOS,Oeiras,Lisboa,402072,Lisboa e Vale do Tejo,QZP.45,Publico,5,214427439,http://www.aepa.pt,direcao@aepa.edu.gov.pt;servicos@aepa.edu.gov.pt,214425049;214417930,-101323.892472432,-106962.793705448
14057,171839,600079155,"Agrupamento de Escolas Miradouro de Alfazina, Almada",Agrupada,Rua do Miradouro de Alfazina,CAPARICA,Almada,Setúbal,330814,Lisboa e Vale do Tejo,QZP.46,Publico,2,212945513,www.miradouroalfazina.com,direcao@miradouroalfazina.edu.gov.pt;servicos@miradouroalfazina.edu.gov.pt,212945510;212945511,-91899.7745841774,-109853.171887628
14058,171840,600079449,"Agrupamento de Escolas Vasco Santana, Odivelas",Agrupada,Rua 25 de Agosto - Bons Dias,ODIVELAS,Odivelas,Lisboa,344620,Lisboa e Vale do Tejo,QZP.45,Publico,7,219347673,http://aevs.edu.ciencias.ulisboa.pt/,direcao@agevascosantana.edu.gov.pt;servicos@agevascosantana.edu.gov.pt,219347670;219347671,-91255.4280210054,-95560.3329661461
14059,171852,600079473,"Agrupamento de Escolas de Moinhos da Arroja, Odivelas",Agrupada,Rua Fernando Lopes Graça,ODIVELAS,Odivelas,Lisboa,341770,Lisboa e Vale do Tejo,QZP.45,Publico,4,219348853,,direcao@aemoinhosarroja.edu.gov.pt;servicos@aemoinhosarroja.edu.gov.pt,219348850,-91967.7994368451,-96007.3522448213
14060,171864,600080226,"Agrupamento de Escolas do Forte da Casa, Vila Franca de Xira",Agrupada,R. da República,FORTE DA CASA,Vila Franca de Xira,Lisboa,400191,Lisboa e Vale do Tejo,QZP.45,Publico,3,219568839,oficial@aefc.edu.p,direcao@aefc.edu.gov.pt;servicos@aefc.edu.gov.pt,219568830,-80268.2685254439,-87577.58167349
14061,171876,600079651,"Agrupamento de Escolas Ferreira de Castro, Sintra",Agrupada,"R. Ferreira de Castro, 13 - Ouressa",MEM MARTINS,Sintra,Lisboa,341502,Lisboa e Vale do Tejo,QZP.45,Publico,5,219222025,filipe.amaral1@netcabo.pt,direcao@aefcastro.edu.gov.pt;servicos@aefcastro.edu.gov.pt,219222020;219222021,-105912.036836846,-96088.2598010438
14062,171888,600079538,"Agrupamento de Escolas Professor Agostinho da Silva, Sintra",Agrupada,Avenida de Santa Marta,CASAL DE CAMBRA,Sintra,Lisboa,342701,Lisboa e Vale do Tejo,QZP.45,Publico,4,219818478,www.aepas.net,direcao@aepasilva.edu.gov.pt;servicos@aepasilva.edu.gov.pt,219818470;219818471,-95716.8111303288,-95943.1836460813
14063,171890,600079759,"Agrupamento de Escolas Visconde de Juromenha, Sintra",Agrupada,Rua Quinta da Marquesa,MEM MARTINS,Sintra,Lisboa,343419,Lisboa e Vale do Tejo,QZP.45,Publico,3,219169435,http://www.aevjuromenha.com/,direcao@aevjuromenha.edu.gov.pt;servicos@aevjuromenha.edu.gov.pt,219169430;219169438,-103682.689957093,-95954.1166064054
14064,171906,600080072,"Agrupamento de Escolas Adelaide Cabette, Odivelas",Agrupada,"Rua Professora Eduarda Barros, n.º 2",ODIVELAS,Odivelas,Lisboa,400609,Lisboa e Vale do Tejo,QZP.45,Publico,8,219333031,www.ag4-odivelas.pt,direcao@aeacabette.edu.gov.pt;servicos@aeacabette.edu.gov.pt,219348280;219348284,-91080.7155744943,-96589.7682960909
14065,171918,600079678,Agrupamento de Escolas a Sudoeste de Odivelas,Agrupada,Rua Fernando Namora,ODIVELAS,Odivelas,Lisboa,340340,Lisboa e Vale do Tejo,QZP.45,Publico,5,219341121,www.aeso.pt,direcao@aeso.edu.gov.pt;servicos@aeso.edu.gov.pt,219341031;219341120,-92068.0096327613,-96909.6473275923
14066,171920,600079457,"Agrupamento de Escolas de Caneças, Odivelas",Agrupada,Rua da Escola Secundária,CANEÇAS,Odivelas,Lisboa,403544,Lisboa e Vale do Tejo,QZP.45,Publico,6,219809639,aecanecas.com,direcao@aecanecas.edu.gov.pt;servicos@aecanecas.edu.gov.pt,219809630,-95599.5920727651,-94721.8568071701
14067,171943,600079570,"Agrupamento de Escolas Passos Manuel, Lisboa",Agrupada,"Travessa do Convento de Jesus, Lisboa",LISBOA,Lisboa,Lisboa,402436,Lisboa e Vale do Tejo,QZP.45,Publico,6,213976839,www.abc.edu.pt,direcao@aepassosmanuel.edu.gov.pt;servicos@aepassosmanuel.edu.gov.pt,213955191;213931175,-88402.780312893,-105674.765691751
14068,171955,600080110,"Agrupamento de Escolas Nuno Gonçalves, Lisboa",Agrupada,Avenida General Roçadas nº 40,LISBOA,Lisboa,Lisboa,342361,Lisboa e Vale do Tejo,QZP.45,Publico,6,218151703,http://www.aenunogoncalves.net/,direcao@aengoncalves.edu.gov.pt;servicos@aengoncalves.edu.gov.pt,218147488;218161160,-86479.476901747,-104052.231247533
14069,171979,600079732,"Agrupamento de Escolas Conde de Oeiras, Oeiras",Agrupada,R. das Escolas - Quinta do Marquês,OEIRAS,Oeiras,Lisboa,340601,Lisboa e Vale do Tejo,QZP.45,Publico,3,214582127,,direcao@condeoeiras.edu.gov.pt;servicos@condeoeiras.edu.gov.pt,214560129;214563283,-103558.722655511,-107207.326027952
14070,171980,600079686,"Agrupamento de Escolas de São Julião da Barra, Oeiras",Agrupada,Rua do Liceu,OEIRAS,Oeiras,Lisboa,400439,Lisboa e Vale do Tejo,QZP.45,Publico,5,214406997,http://www.aesjb.edu.pt,direcao@aesjbarra.edu.gov.pt;servicos@aesjbarra.edu.gov.pt,214406990;214439611,-103046.606404836,-108363.713101776
14071,171992,600079597,"Agrupamento de Escolas D. Dinis, Odivelas",Agrupada,R. do Lobito,ODIVELAS,Odivelas,Lisboa,342660,Lisboa e Vale do Tejo,QZP.45,Publico,4,219345308,http://www.addinis.info/,direcao@ddinis-odivelas.edu.gov.pt;servicos@ddinis-odivelas.edu.gov.pt,219345300;219345307,-91512.1566274654,-97115.14639415
14072,172029,600079325,"Agrupamento de Escolas Luís de Sttau Monteiro, Loures",Agrupada,Rua Guilherme Henrique Soromenho,LOURES,Loures,Lisboa,341976,Lisboa e Vale do Tejo,QZP.45,Publico,13,219838339,http://www.aen1loures.org,direcao@aelsm.edu.gov.pt;servicos@aelsm.edu.gov.pt,219838330;219838334,-89742.6905078812,-92775.2725082037
14073,172030,600079465,"Agrupamento de Escolas João Villaret, Loures",Agrupada,"Rua das Lezírias, n.º 15 e 15A - Quinta Nova de São Roque",LOURES,Loures,Lisboa,341988,Lisboa e Vale do Tejo,QZP.45,Publico,10,219821769,aejv.org,direcao@aejvillaret.edu.gov.pt;servicos@aejvillaret.edu.gov.pt,219833241;219836802,-89587.4667843693,-90981.6983184393
14074,172054,600079929,"Agrupamento de Escolas José Afonso, Loures",Agrupada,Rua da República,LOURES,Loures,Lisboa,400610,Lisboa e Vale do Tejo,QZP.45,Publico,6,219827112,esjaloures.org,direcao@esjaloures.edu.gov.pt;servicos@esjaloures.edu.gov.pt,219827110;219827128,-89456.1592814416,-92820.2776703897
14075,172066,600079694,"Agrupamento de Escolas da Bobadela, Loures",Agrupada,Bairro Manuel Dinis - Praceta Miguel Torga,BOBADELA LRS,Loures,Lisboa,344667,Lisboa e Vale do Tejo,QZP.45,Publico,5,219550254,www.aebobadela.pt,direcao@aebobadela.edu.gov.pt;servicos@aebobadela.edu.gov.pt,219550017;219558187,-84359.9006710968,-95440.3985396954
14076,172078,600079007,"Agrupamento de Escolas de Santa Iria de Azoia, Loures",Agrupada,Rua D. Pedro V-Pirescoxe,SANTA IRIA DE AZÓIA,Loures,Lisboa,344643,Lisboa e Vale do Tejo,QZP.45,Publico,7,219533265,www.aesia.pt,direcao@aesia.edu.gov.pt;servicos@aesia.edu.gov.pt,219533260;219533268,-83080.1021234954,-91837.2783043941
14077,172080,600079341,"Agrupamento de Escolas de São João da Talha, Loures",Agrupada,Rua Deputado Pedro Botelho Neves,SÃO JOÃO DA TALHA,Loures,Lisboa,404664,Lisboa e Vale do Tejo,QZP.45,Publico,6,219554306,www.aesjt.pt,direcao@aesjt.edu.gov.pt;servicos@aesjt.edu.gov.pt,219947410;219947417,-83356.87893453,-93294.7241240447
14078,172091,600079767,"Agrupamento de Escolas Eduardo Gageiro, Loures",Agrupada,Av. Sport Grupo Sacavenense-Qtºdo Património,SACAVÉM,Loures,Lisboa,403519,Lisboa e Vale do Tejo,QZP.45,Publico,7,210121664,www.aeeg.pt,direcao@eduga.edu.gov.pt;servicos@eduga.edu.gov.pt,219499800;219499803,-84519.8935371678,-97258.2183550381
14079,172042,600079899,"Agrupamento de Escolas General Humberto Delgado, Loures",Agrupada,"Rua Vergílio Ferreira, Torres da Bela Vista",SANTO ANTÓNIO CAVALEIROS,Loures,Lisboa,403532,Lisboa e Vale do Tejo,QZP.45,Publico,4,219897743,,direcao@aeghd.edu.gov.pt;servicos@aeghd.edu.gov.pt,219897740;219897741,-90568.6949372413,-94742.9733135124
14080,172108,600079198,"Agrupamento de Escolas Maria Keil, Loures",Agrupada,Rua das Escolas,APELAÇÃO,Loures,Lisboa,330371,Lisboa e Vale do Tejo,QZP.45,Publico,3,219472778,www.emariakeil.pt,direcao@aemkeil.edu.gov.pt;servicos@aemkeil.edu.gov.pt,219487520;219487521,-87169.2896784209,-94067.0513587497
14081,172110,600085279,"Agrupamento de Escolas Linda-a-Velha e Queijas, Oeiras",Agrupada,Avenida Carolina Michaellis,LINDA A VELHA,Oeiras,Lisboa,403489,Lisboa e Vale do Tejo,QZP.45,Publico,7,214190632,http://aelavq.net,direcao@aelavq.edu.gov.pt;servicos@aelavq.edu.gov.pt,214191472;211315334,-95942.3809223688,-105661.377862458
14082,172121,600078906,"Agrupamento de Escolas de Queluz-Belas, Sintra",Agrupada,Avenida Paiva Couceiro,QUELUZ,Sintra,Lisboa,402369,Lisboa e Vale do Tejo,QZP.45,Publico,9,214343205,,direcao@aequeluz-belas.edu.gov.pt;servicos@aequeluz-belas.edu.gov.pt,214343200;214343204,-97245.3408887395,-100838.468629081
14083,172133,600080145,"Agrupamento de Escolas Escultor Francisco dos Santos, Sintra",Agrupada,Rua da Pousada,RIO DE MOURO,Sintra,Lisboa,346743,Lisboa e Vale do Tejo,QZP.45,Publico,3,219169655,www.wix.com/escfranciscosantos/escultor-francisco-dos-santos,direcao@aeefs.edu.gov.pt;servicos@aeefs.edu.gov.pt,219169650,-102484.742309195,-97548.6936954026
14084,172145,600080188,"Agrupamento de Escolas José Maria dos Santos, Palmela",Agrupada,Rua Infante D. Henrique,PINHAL NOVO,Palmela,Setúbal,341836,Lisboa e Vale do Tejo,QZP.46,Publico,10,212388635,www.aejms.net,direcao@aejsantos.edu.gov.pt;servicos@aejsantos.edu.gov.pt,212388630;212388638,-67816.2351959979,-115068.441667137
14085,172157,600080900,"Agrupamento de Escolas D. António de Ataíde, Vila Franca de Xira",Agrupada,Rua Vila de Avintes Quinta de S. José do Marco,CASTANHEIRA DO RIBATEJO,Vila Franca de Xira,Lisboa,346639,Lisboa e Vale do Tejo,QZP.45,Publico,4,263287234,www.aeaa.pt,direcao@aeaataide.edu.gov.pt;servicos@aeaataide.edu.gov.pt,263287230,-72675.6109741606,-73927.1548334091
14086,172169,600082229,"Agrupamento de Escolas Lima de Freitas, Setúbal",Agrupada,R. Batalha do Viso,SETÚBAL,Setúbal,Setúbal,402989,Lisboa e Vale do Tejo,QZP.46,Publico,3,265541115,www.limafreitas.org,direcao@aelimafreitas.edu.gov.pt;servicos@aelimafreitas.edu.gov.pt,265541110;26554111,-68126.624622862,-126859.440937106
14087,172182,600081630,"Agrupamento de Escolas Dr. Azevedo Neves, Amadora",Agrupada,Topo da R. Carvalho Araújo,AMADORA,Amadora,Lisboa,401420,Lisboa e Vale do Tejo,QZP.45,Publico,3,214906039,www.azevedoneves.pt,direcao@agan.edu.gov.pt;servicos@agan.edu.gov.pt,214906036;214906031,-95191.3455308184,-101883.686920438
