OBJECTID,CODUOME,NOMEUO,CODESCME,NOME,SEDE,MORADA,LOCALIDADE,CONCELHO,DISTRITO,CODDSR,CODQZP,CICLO,NATUREZAINSTITUCIONAL_DESC,FAX,URL,EMAIL,TELEFONE,x,y
141867,161640,"Agrupamento de Escolas Domingos Sequeira, Leiria",400166,"Escola Secundária Domingos Sequeira, Leiria",S,Largo Dr. Serafim Lopes Pereira,LEIRIA,Leiria,Leiria,Centro,QZP.29,Secundário;Profissional;Artistico,Redes dos ministérios,244848259,http://www.aedsequeira.com,direcao@aeds.edu.gov.pt;servicos@aeds.edu.gov.pt,244848250,-58124.9299736852,8837.49102993916
141868,161640,"Agrupamento de Escolas Domingos Sequeira, Leiria",310141,"Escola Básica José Saraiva, Leiria",N,R. da Mala Posta,LEIRIA,Leiria,Leiria,Centro,QZP.29,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,244817128,http://agjsaraiva.ccems.pt,eb23.josesaraiva@escolas.min-edu.pt,244817120,-58355.0284377381,6666.61109844882
141869,400208,"Escola Secundária Francisco Rodrigues Lobo, Leiria",400208,"Escola Secundária Francisco Rodrigues Lobo, Leiria",N,R. Afonso Lopes Vieira,LEIRIA,Leiria,Leiria,Centro,QZP.29,Secundário;Profissional,Redes dos ministérios,244890267,http://esfrl.edu.pt/,direcao@rodrigueslobo.edu.gov.pt;servicos@rodrigueslobo.edu.gov.pt,244890260,-58391.8114203213,8178.22015971926
141870,400725,"Escola Secundária Afonso Lopes Vieira, Leiria",400725,"Escola Secundária Afonso Lopes Vieira, Leiria",N,R. Francisco Clemente - Rêgo de Água,LEIRIA,Leiria,Leiria,Centro,QZP.29,3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,244881697,http://esalv.pt/,direcao@esalv.edu.gov.pt;servicos@esalv.edu.gov.pt,244880000,-59199.3494313152,10776.248808177
141871,,,802813,Escola Profissional de Leiria,N,Rua da Cooperativa - S. Romão - Pousos,LEIRIA,Leiria,Leiria,Centro,QZP.29,Profissional,Particular,244848611,http://www.epl.pt/,ep.leiria@escolas.min-edu.pt,244848610,-56839.901662565,7341.79739576762
141872,,,523823,Escola de Música do Orfeão de Leiria,N,Av. 25 de Abril,LEIRIA,Leiria,Leiria,Centro,QZP.29,Artistico,Particular,244829551,,esc.morfeaoleiria@escolas.min-edu.pt,244829550,-58436.7670934793,8984.58386305565
141873,,,803072,Escola Monsenhor José Galamba de Oliveira,N,Quinta do Amparo,LEIRIA,Leiria,Leiria,Centro,QZP.29,Secundário,Particular,244855010,http://www.efsocialdeleiria.no.sapo.pt,esc.fsruralleiria@escolas.min-edu.pt,244855010,-57834.6198717795,10225.7565559413
141874,,,803066,Escola de Dança Diogo de Carvalho,N,"Estrada dos Marinheiros, 78, R/C A e B",LEIRIA,Leiria,Leiria,Centro,QZP.29,Artistico,Particular,,,,244093988,-57160.725032221,10227.1938043864
141875,,,803063,Escola de Artes SAMP,N,Rua Coronel José Pereira Pascoal,LEIRIA,Leiria,Leiria,Centro,QZP.29,Artistico,Particular,244801441,http://www.samp.pt,esc.artessamp@escolas.min-edu.pt,244801685,-55228.1488234119,8283.51520600377
141876,,,800435,Colégio Senhor dos Milagres,N,Rua Senhor dos Milagres,LEIRIA,Leiria,Leiria,Centro,QZP.29,2º Ciclo;3º Ciclo,Particular,244851034,,cl.sramilagres@escolas.min-edu.pt,244851600,-56368.0626831656,13581.3977012256
141877,,,501645,Colégio Infantil O Saltitão,N,"Rua Vale das Aveias, n.º 20",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,,,ji.osaltitaoleiria@escolas.min-edu.pt,244836044,-60996.3483424998,7033.22559588369
141878,,,800374,Colégio Infantil Cubo Mágico,N,"Rua da Escola, nº 17",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,244839341,http://www.cubomagico.pt/,,244839340,-56396.5538663165,10191.595108317
141879,,,800358,Colégio Dr. Luís Pereira da Costa,N,"Rua da Figueirinha, n.º 2",MONTE REDONDO LRA,Leiria,Leiria,Centro,QZP.29,2º Ciclo;3º Ciclo;Secundário;Profissional,Particular,244689049,,cl.dluispereiracosta@escolas.min-edu.pt,244689040,-60186.5471230064,25492.027855909
141880,,,800355,Colégio Dinis de Melo,N,"Rua da Marinheira, n.º 350",AMOR,Leiria,Leiria,Centro,QZP.29,2º Ciclo;3º Ciclo;Secundário,Particular,244861340,,cl.dinismelo@escolas.min-edu.pt;geral@colegiodinisdemelo.pt,244861139,-62899.7502041421,15632.0195345322
141881,,,501530,Colégio de Nossa Senhora de Fátima,N,"R. Padre António, nº 11",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo,Particular,244811894,http://www.colegiosf.com/,cl.nsrarosariofatima@escolas.min-edu.pt,244813519,-58089.8721469714,8770.64768127526
141882,,,501542,Colégio Conciliar de Maria Imaculada,N,Rua Dr. José Alves Correia da Silva - Cruz da Areia,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo,Particular,244832573,http://www.telepac.pt,cl.cmimaculada@escolas.min-edu.pt,244832576,-57855.605804557,7211.69188992506
141883,,,800156,CERCILEI Coop. Ens. Reab. Cri. Inadaptadas,N,"Estrada das Moitas Altas, nº 279 - Apart.571",LEIRIA,Leiria,Leiria,Centro,QZP.29,Especial,IPSS ou equiparada,244850971,,cercilei@escolas.min-edu.pt,244850970,-55457.2179835306,12076.6379718317
141884,,,515371,Centro De Bem-Estar Infantil,N,R. Do Parque,MONTE REAL,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244616095,,ct.beimontereal@escolas.min-edu.pt,244612546
141885,,,515383,Casa Da Criança-M. Rita Do Patrocinio Costa,N,Rua Da Figueirinha N.º 6,MONTE REDONDO LRA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,239800410,http://www.fbb.pt,ccmrpatrociniocosta@escolas.min-edu.pt,244684830,-60275.7328190125,25494.8407913945
141886,,,800097,Associação de Bem Estar dos Parceiros,N,"R. do Cabeço da Rola, n.º 167",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244843219,,,244843210,-61368.8172671427,6079.25414048557
141887,,,804268,"Wall Street Institute - Centro de Inglês do Liz, LDA",N,"Av. Dr. Adelino Amaro da Costa, Lote 5, escrt. 1",LEIRIA,Leiria,Leiria,Centro,QZP.29,Extra-escolar,Particular,213519556,,,244870290,-57616.0517940044,9425.00884279713
141888,,,804258,"Tentativa - Centro Educativo de Leiria, Lda",N,Rua Dr. José Pedro Dias Júnior - Vivenda Gaby,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,244814623,,tentativa@escolas.min-edu.pt,244815556,-58052.6559511823,6582.930949879
141889,,,804203,"SUPERCOOP - Cooperativa de Solidariedade Social, CRL",N,"Rua Fernando Pinho de Almeida, Nº 100 - Lote A; Urbanização Santa Clara",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,,,coordenacao@superninho.pt,244848090,-59071.5565006336,8482.06423090706
141890,,,804180,"O Sininho Azul - Creche e Jardim de Infância, Lda.",N,"Rua Vale Verde, 91",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,244892484,http://www.sininhoazul.pt,osininhoazul@escolas.min-edu.pt,244892484,-57126.6216061263,10909.3325449125
141891,,,804158,Lugar dos Príncipes - Creche e Jardim de Infância,N,"Rua das Fazendas - Urbanização Vale Verde, lote 5",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,244852073,,lugardosprincipes@escolas.min-edu.pt,244852073,-56775.8634777348,11016.3239060378
141892,,,804155,Linécole - Educação Linguística,N,"Av. Marquês de Pombal, Lote 21 - 1.º D",LEIRIA,Leiria,Leiria,Centro,QZP.29,Extra-escolar,Particular,244823144,,,244823144,-57658.2882245354,8157.76713521482
141893,,,515334,Lar Stª Margarida Do Arrabal,N,Rua João De Deus Nr 8,ARRABAL,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244745373,,lstamargaridaarrabal@escolas.min-edu.pt,914779472
141894,,,515395,Jardim Infantil Do Centro Social Paroq. De Pousos,N,R. Do Casal Dos Matos,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,,,geral@csppousos.com,244839030
141895,,,515413,Jardim Infantil Do Centro Social E Cultural Da Paroquia Do Souto Da Carpalhosa,N,Rua Do Paraíso,SOUTO DA CARPALHOSA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244616305,,ji.cpsoutocarpalhosa@escolas.min-edu.pt,244613367,-59038.1007279765,20022.6630629045
141896,,,515346,Jardim Infantil Do C. Assist. Paroquial,N,Rua Dos Loureiros 96,CARVIDE,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244612496,,capcarvide@gmail.com,244612496
141897,,,501529,Jardim Infantil A Escolinha,N,"Urbanização de S.Bartolomeu, Lote 15",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,244826806,,ji.aescolinhaleiria@escolas.min-edu.pt,244826806,-58068.8074171738,8019.43103108703
141898,,,501505,Jardim Escola João De Deus Leiria,N,Av. Marquês De Pombal,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Particular,244832422,,,244832422
141899,,,804147,Jardim do Fraldinhas,N,Rua Bombeiros Voluntários,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Particular,244841422,,jardimfraldinhas@escolas.min-edu.pt,244840010,-58623.9435073591,11164.9070904359
141900,,,803859,Jardim de Infância Sítio dos Pequeninos,N,"Rua das Flores,17",AMOR,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,244861991,,ji.sitiopequeninos@escolas.min-edu.pt,244861104,-63498.0677910608,13560.5045435229
141901,,,803827,Jardim de Infância Os Traquininhas,N,Rua Carlos J. Moreira - Vale de Santa Catarina,CARANGUEJEIRA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,,,ji.ostraquininhas@escolas.min-edu.pt,244732120,-48203.5958279331,8947.8464769433
141902,,,501608,Jardim de Infância Os Traquinas dos Milagres,N,"R. Senhor dos Milagres, nº 764",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,,,ji.otdosmilagres@escolas.min-edu.pt,244851338,-56139.5405395983,13390.845978167
141903,,,803716,Jardim de Infância Caixinha de Cores,N,"Rua Central, 2772",COLMEIAS,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,,http://www.caixinhadecores.com.pt/,ji.caixinhadecores@escolas.min-edu.pt,916336318,-49794.1184211897,15170.6832138079
141904,,,803675,Jardim de Infância ""Toquinha"",N,"R. da Seixieira, n.º 150",COLMEIAS,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,,,ji.toquinha@escolas.min-edu.pt,24472408,-51255.5410125424,15898.5041174655
141905,,,790217,Jardim De Infância ""O Ninho"",N,"Largo Cónego Maia, Sé",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244859801,,,244859800
141906,,,803669,Jardim de Infância ""O Manelinho"",N,"Rua dos Olivais, Pinheiros n.º 14, Apartado 2910",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,244850940,,infantario@respol.pt,244850940,-55964.1747736137,12088.980087937
141907,,,803301,INETESE - Instituto para o Ensino e Formação,N,"Quinta dos Capuchos - Rua Miguel Franco, Lote 8 n.º 102",LEIRIA,Leiria,Leiria,Centro,QZP.29,Profissional,Particular,244811983,http://www.inetese.pt,it.etscastelobranco@escolas.min-edu.pt,244811983,-58274.2515890115,8600.71347819459
141908,,,803294,I.L.C. - Interlearning Centre,N,"Rua Capitão Mouzinho de Albuquerque, n.º 62/66 - 1.º ",LEIRIA,Leiria,Leiria,Centro,QZP.29,Extra-escolar,Particular,244830958,,leiria@il-c.com.pt,244830950,-57609.6616181465,9023.49378629322
141909,161640,"Agrupamento de Escolas Domingos Sequeira, Leiria",623623,"Jardim de Infância de Parceiros, Leiria",N,Rua da Escola,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,,,ji.parceiros@escolas.min-edu.pt,244832981,-60499.7377015307,7069.0513876055
141910,161627,"Agrupamento de Escolas Dr. Correia Mateus, Leiria",256092,"Jardim de Infância de Pousos, Leiria",N,Estrada Nacional,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,,,,244812954,-55339.9264882686,8295.75645422632
141911,,,515360,Creche E Jardim De Infância Da Sismaria ""O Pinóquio"",N,Rua Da Serrada - Bairro Das Almoinhas,LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,,http://pinoquio.wix.com/pinoquio,pedagogico@pinoquio.pt,244881300
141912,,,806480,Jardim de Infância do Jardim de Infância da Associação Vida Plena,N,"Rua Cardal, n.º 222, Touria - Pousos",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar,Particular,,,vidaplena.ipss@gmail.com,244837458,-53938.8091288461,6889.68692320301
141913,,,806198,Conservatório de Música da Caranguejeira,N,Rua de Fátima,CARANGUEJEIRA,Leiria,Leiria,Centro,QZP.29,Artistico,Particular,,,institutojovensmusicos@hotmail.com,,-48946.4192459357,7454.23608707112
141914,,,806368,Conservatório Internacional de Ballet e Dança Annarella Sanchez ,N,"Travessa do Sol, nº 14",LEIRIA,Leiria,Leiria,Centro,QZP.29,Artistico,Particular,,,conservatorio@academiaannarella.com,244854749;935685800,-59128.6679679204,10643.9794265047
141915,,,807509,Centro de Emprego e Formação Profissional de Leiria,N,"R. de S. Francisco, Nº 32 -  2º Esq.",LEIRIA,Leiria,Leiria,Centro,QZP.29,Profissional,Redes dos ministérios,,,,,-57444.5806766662,9052.89242186803
141916,160349,"Agrupamento de Escolas de Marrazes, Leiria",807426,"Escola Básica José Mattoso, Marrazes, Leiria",N,"Rua Dr. Rui Garcia da Fonseca, Marrazes",LEIRIA,Leiria,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,,-58290.0754172983,10873.6652655702
141917,160362,"Agrupamento de Escolas de Vieira de Leiria, Marinha Grande",635911,"Jardim de Infância de Vieira de Leiria, Marinha Grande",N,"Travessa da Fonte Santa, 7",VIEIRA DE LEIRIA,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,,,ji.vieiraleiria@escolas.min-edu.pt,244697722,-68554.9661884937,23152.6790928485
141918,160362,"Agrupamento de Escolas de Vieira de Leiria, Marinha Grande",401985,"Escola Secundária José Loureiro Botas, Vieira de Leiria, Marinha Grande",S,Rua D. António Luis Pereira Coutinho - Apartado 6,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,244697690,http://agvl.ccems.pt,direcao@aevl.edu.gov.pt;servicos@aevl.edu.gov.pt,244695354,-68551.214848551,21795.811312181
141919,160362,"Agrupamento de Escolas de Vieira de Leiria, Marinha Grande",310219,"Escola Básica Padre Franklin, Vieira de Leiria, Marinha Grande",N,R. José Moreira Apartado 6,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,244697909,,eb2.pefranklin@escolas.min-edu.pt,244695416,-68551.1976707745,21931.3945028337
141920,160362,"Agrupamento de Escolas de Vieira de Leiria, Marinha Grande",266668,"Escola Básica de Praia da Vieira, Marinha Grande",N,R. da Foz,VIEIRA DE LEIRIA,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.praiavieira@escolas.min-edu.pt,244697592,-71242.7106777269,23577.1220049281
141921,160362,"Agrupamento de Escolas de Vieira de Leiria, Marinha Grande",256626,"Escola Básica António Vitorino, Vieira de Leiria, Marinha Grande",N,Trav. das Escolas,VIEIRA DE LEIRIA,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo,Redes dos ministérios,,,eb1.antoniovitorino@escolas.min-edu.pt,244697443,-68675.8561074406,22534.0326254937
141922,161676,Agrupamento de Escolas Marinha Grande Nascente,625085,"Jardim de Infância de Pilado, Marinha Grande",N,Pilado,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,,,ji.pilado@escolas.min-edu.pt,244550066,-66930.1486090572,15474.169079093
141923,161676,Agrupamento de Escolas Marinha Grande Nascente,624342,"Jardim de Infância de Pedrulheira, Marinha Grande",N,Rua das Andorinhas,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,,,ji.pedrulheira@escolas.min-edu.pt,244568498,-66963.1996100625,7944.12901816757
141924,161676,Agrupamento de Escolas Marinha Grande Nascente,605190,"Jardim de Infância de Boavista, Marinha Grande",N,Rua Ponto da Boavista,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,,,ji.bmarinhagrande@escolas.min-edu.pt,244553208,-67926.1441545633,10546.0437163365
141925,161676,Agrupamento de Escolas Marinha Grande Nascente,402503,"Escola Secundária Pinhal do Rei, Marinha Grande",S,R Drª Amélia Cândida - apartado 672,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,244555173,,esb3.pinhalrei@escolas.min-edu.pt,244555172,-67796.0506912371,10449.176583964
141926,161676,Agrupamento de Escolas Marinha Grande Nascente,342713,"Escola Básica Prof. Alberto Nery Capucho, Marinha Grande",N,"R. Fernando Pessoa, Apartado 305 - Embra",MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo;2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,244570279,http://nerycapucho.ccems.pt,direcao@amgnascente.edu.gov.pt;servicos@amgnascente.edu.gov.pt,244570270,-67370.2281607069,8727.18930173942
141927,161676,Agrupamento de Escolas Marinha Grande Nascente,286709,"Escola Básica João Beare, Marinha Grande",N,Av. Vitor Galo,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,244502437,http://www.eb1-joao-beare-m-grande-1.rcst.pt,eb1.joaobeare@escolas.min-edu.pt,244502437,-67773.7052395361,9320.36339603881
141928,161676,Agrupamento de Escolas Marinha Grande Nascente,256572,"Escola Básica de Trutas, Marinha Grande",N,Rua 51,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo,Redes dos ministérios,244568788,,eb1.trutas@escolas.min-edu.pt,244568788,-66205.454448794,10369.3356516168
141929,161676,Agrupamento de Escolas Marinha Grande Nascente,256031,"Escola Básica de Pilado, Marinha Grande",N,R. Principal,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo,Redes dos ministérios,,,eb1.pilado@escolas.min-edu.pt,244550033,-67202.0544437299,15114.4428075858
141930,161676,Agrupamento de Escolas Marinha Grande Nascente,256020,"Escola Básica de Picassinos, Marinha Grande",N,R. dos Fundadores,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.n1.picassinos@escolas.min-edu.pt,244569193,-66942.0467517983,7272.48660394127
141931,161676,Agrupamento de Escolas Marinha Grande Nascente,219939,"Escola Básica de Engenho, Marinha Grande",N,Rua das Laranjeiras,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.engenho@escolas.min-edu.pt,244552642,-68489.3757848104,10861.5187878361
141932,161676,Agrupamento de Escolas Marinha Grande Nascente,634384,"Jardim de Infância de Trutas, Marinha Grande",N,Loteamento das Trutas,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,244560539,,ji.trutas@escolas.min-edu.pt,244560539,-65818.7148715562,10705.7924960744
141933,161676,Agrupamento de Escolas Marinha Grande Nascente,258106,"Escola Básica de Cumeira, Marinha Grande",N,R. da Escola,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.n2.picassinos@escolas.min-edu.pt,244569308,-67648.4312957871,7203.60988002816
141934,161676,Agrupamento de Escolas Marinha Grande Nascente,203440,"Escola Básica de Amieira, Marinha Grande",N,Rua da Agroeira,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo,Redes dos ministérios,,,eb1.amarinhagrande@escolas.min-edu.pt,244568789,-65083.316520689,11765.5051036915
141935,161676,Agrupamento de Escolas Marinha Grande Nascente,200906,"Escola Básica de Albergaria, Marinha Grande",N,R. Central,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo,Redes dos ministérios,,,eb1.acentral@escolas.min-edu.pt,244567032,-65064.5039822324,8641.46422652343
141936,161688,Agrupamento de Escolas Marinha Grande Poente,622588,"Jardim de Infância de Ordem, Marinha Grande",N,R. da Vitória,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,,,ji.omarinhagrande@escolas.min-edu.pt,244566952,-69252.2086321865,8689.51781966239
141937,161688,Agrupamento de Escolas Marinha Grande Poente,602220,"Jardim de Infância de Amieirinha, Marinha Grande",N,Rua 1º de Dezembro nº. 41     Amieirinha-Marinha Grande,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Redes dos ministérios,244569951,,ji.amieirinha@escolas.min-edu.pt,244569951,-68965.6618982494,7207.32411370096
141938,161688,Agrupamento de Escolas Marinha Grande Poente,400180,"Escola Secundária Eng. Acácio Calazans Duarte, Marinha Grande",S,R. Prof. Alberto Nery Capucho,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,244575141,http://age-mgpoente.pt,direcao@aemarinha-grande.edu.gov.pt;servicos@aemarinha-grande.edu.gov.pt,244575140,-68686.5743354613,8570.39994562364
141939,161688,Agrupamento de Escolas Marinha Grande Poente,255907,"Escola Básica Prof. Francisco Veríssimo, Marinha Grande",N,R. Carlos da Silva Couceiro,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.pfverissimo@escolas.min-edu.pt,244567200,-69025.3106391808,8545.89847069872
141940,161688,Agrupamento de Escolas Marinha Grande Poente,341733,"Escola Básica Guilherme Stephens, Marinha Grande",N,Rua Prof Bento Jesus Caraça,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo;2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,244568155,http://www.netlandia.pt/clientes/guiphens,eb23.gstephen@escolas.min-edu.pt,244502150,-68464.4688163761,8618.49625283937
141941,161688,Agrupamento de Escolas Marinha Grande Poente,259135,"Escola Básica de Várzea, Marinha Grande",N,Rua Joaquim Marques Nobre,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,244551377,,eb1.vmarinhagrande@escolas.min-edu.pt,244551377,-69084.3289172938,9732.344846165
141942,161688,Agrupamento de Escolas Marinha Grande Poente,233377,"Escola Básica de Moita, Marinha Grande",N,Lg das Escolas,MOITA MGR,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.moitalgescolas@escolas.min-edu.pt,244569429,-69339.7860216986,3787.87539383756
141943,161688,Agrupamento de Escolas Marinha Grande Poente,223293,"Escola Básica de Fonte Santa, Marinha Grande",N,Fonte Santa,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.fsmarinhagrande@escolas.min-edu.pt,244568009,-70588.5064214032,7743.39785407098
141944,161688,Agrupamento de Escolas Marinha Grande Poente,257783,"Escola Básica de Casal do Malta, Marinha Grande",N,Bairro Casal de Malta,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.casalmalta@escolas.min-edu.pt,244504287,-68394.4173246212,8182.3714862855
141945,161688,Agrupamento de Escolas Marinha Grande Poente,259159,"Escola Básica de Amieirinha, Marinha Grande",N,R. Catarina Eufémia,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,1º Ciclo,Redes dos ministérios,,,eb1.amieirinha@escolas.min-edu.pt,244542009,-68751.6410179595,7362.97256448339
141946,,,501554,Escola Pátio da Inês,N,"Rua da Fonte dos Ingleses, nº 55 - Outeirinhos",MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo,Particular,244550430,,ji.opatiodaines@escolas.min-edu.pt,244569070,-68956.9699016928,10809.9629198062
141947,,,515425,Jardim Infantil da Associação de Promoção Social Vieira de Leiria,N,"R. Actor Álvaro, nº 9 - Apart. 87",VIEIRA DE LEIRIA,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244691423,,ji.apsvieiraleiria@escolas.min-edu.pt,244695253,-68578.0478859647,22448.8732049993
141948,,,802844,Escola Profissional e Artística da Marinha Grande,N,"Praça Stephens, nº2 - Apartado 355",MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Profissional;3º Ciclo,Particular,244504704,http://www.epamg.pt,ep.amarinhagrande@escolas.min-edu.pt,244560193,-68623.4512367559,9379.76607373534
141949,,,800403,"Colégio O Recreio - Infantim, Sociedade de Educação Infantil, Lda",N,"R. Casal Formiga, nº 9",MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Particular,244551750,,cl.orecreiolda@escolas.min-edu.pt,244551750,-68139.4781271702,9886.35402810758
141950,,,501475,Colégio Luso Internacional do Centro - CLIC,N,R. D. João Pereira Venâncio,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Secundário,Particular,244504305,,cl.linternacionalct@escolas.min-edu.pt,244503710,-68074.8182187558,9629.49875352144
141951,,,800203,Centro Infantil Arco Íris - Santa Casa da Misericórdia da Marinha Grande,N,R. Alberto Nery Capucho,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,IPSS ou equiparada,244502409,http://www.santacasamg.pt,ci.arcoiris@escolas.min-edu.pt,244503467,-68533.3220276593,8481.86420891136
141952,,,800009,A.P.P.A.C.D.M. da Marinha Grande,N,Rua Profº Bento de Jesus Caraça,MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Especial,IPSS ou equiparada,244503798,,appacdmmarinhagrande@escolas.min-edu.pt,244503289,-68615.7883067359,8654.49121814987
141953,,,806167,Jardim de Infância Planeta dos Diabretes,N,"Estrada de Leiria, n.º 6 r/c - Embra",MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Pré-escolar,Particular,,,planetadosdiabretes@gmail.com,918850715,-65552.5039629634,9023.55933254218
141954,,,806547,Escola de Artes e Movimento,N,"Rua 25 de Abril, n.º 30",MARINHA GRANDE,Marinha Grande,Leiria,Centro,QZP.29,Artistico,Particular,,http://sport.operariomarinhense.com,geral@operariomarinhense.com,244503984;929048637,-67992.0392337759,9373.0278658504
